CustomerKey,Recency,Frequency,Monetary,R,F,M,RFM_Score,segment,Response
2655,108,4,5919.7299999999996,1,2,3,123,Almost Lost Customers,1
2656,100,4,66.260000000000005,1,2,1,121,Lost Customers,1
2657,173,2,1735.98,2,1,2,212,New Customers,1
2658,23,1,3.9900000000000002,1,1,1,111,Lost Customers,1
2659,57,3,2537.9699999999998,1,2,3,123,Almost Lost Customers,1
2660,309,3,2528.3299999999999,3,2,3,323,Potential Loyal Customers,1
2661,211,6,5998.2299999999996,2,3,3,233,Potential Loyal Customers,1
2662,23,2,71.969999999999999,1,1,1,111,Lost Customers,1
2663,64,2,23.779999999999998,1,1,1,111,Lost Customers,1
2664,28,3,81.460000000000008,1,2,2,122,Almost Lost Customers,1
2665,233,2,11.940000000000001,3,1,1,311,New Customers,1
2666,31,3,3321.2595999999999,1,2,3,123,Almost Lost Customers,1
2667,300,4,2433.04,3,2,3,323,Potential Loyal Customers,1
2668,38,1,2294.9899999999998,1,1,3,113,Lost Customers,1
2669,303,2,14.98,3,1,1,311,New Customers,1
2670,88,4,90.950000000000003,1,2,2,122,Almost Lost Customers,1
2671,150,9,7081.4624999999996,2,3,3,233,Potential Loyal Customers,1
2672,942,1,699.09820000000002,3,1,2,312,New Customers,1
2673,346,5,2152.1975000000002,3,3,3,333,Best Customers,1
2674,90,3,39.469999999999999,1,2,1,121,Lost Customers,1
2675,137,1,539.99000000000001,2,1,2,212,New Customers,1
2676,233,2,39.980000000000004,3,1,1,311,New Customers,1
2677,128,3,103.49000000000001,2,2,2,222,Potential Loyal Customers,1
2678,133,3,81.460000000000008,2,2,2,222,Potential Loyal Customers,1
2679,254,2,14.98,3,1,1,311,New Customers,1
2680,174,3,1714.97,2,2,2,222,Potential Loyal Customers,1
2681,28,5,133.96000000000001,1,3,2,132,Almost Lost Customers,1
2682,243,2,29.979999999999997,3,1,1,311,New Customers,1
2683,77,3,1938.47,1,2,2,122,Almost Lost Customers,1
2684,39,1,2319.9899999999998,1,1,3,113,Lost Customers,1
2685,191,4,96.070000000000007,2,2,2,222,Potential Loyal Customers,1
2686,234,4,3319.6974999999998,3,2,3,323,Potential Loyal Customers,1
2687,353,3,37.269999999999996,3,2,1,321,New Customers,1
2688,269,1,24.989999999999998,3,1,1,311,New Customers,1
2689,136,4,1197.97,2,2,2,222,Potential Loyal Customers,1
2690,87,3,74.980000000000004,1,2,2,122,Almost Lost Customers,1
2691,90,3,2755.4175,1,2,3,123,Almost Lost Customers,1
2692,116,4,2342.9299999999998,2,2,3,223,Potential Loyal Customers,1
2693,321,3,4733.75,3,2,3,323,Potential Loyal Customers,1
2700,36,4,811.32000000000005,1,2,2,122,Almost Lost Customers,1
2701,187,2,38.980000000000004,2,1,1,211,New Customers,1
2702,109,3,60.470000000000006,2,2,1,221,New Customers,1
2703,33,16,258.14999999999998,1,3,2,132,Almost Lost Customers,1
2704,130,4,1528.0681999999999,2,2,2,222,Potential Loyal Customers,1
2705,393,5,5910.2199999999993,3,3,3,333,Best Customers,1
2706,360,3,15.23,3,2,1,321,New Customers,1
2707,332,2,6021.6199999999999,3,1,3,313,Big Spenders,0
2708,359,3,567.26999999999998,3,2,2,322,Potential Loyal Customers,1
2709,350,3,786.33000000000004,3,2,2,322,Potential Loyal Customers,1
2710,124,3,49.969999999999999,2,2,1,221,New Customers,1
2711,73,2,4144.3400000000001,1,1,3,113,Lost Customers,1
2712,962,1,3578.27,3,1,3,313,Big Spenders,0
2713,162,3,47.969999999999999,2,2,1,221,New Customers,1
2714,40,2,2438.0599999999999,1,1,3,113,Lost Customers,1
2715,14,6,122.23999999999999,1,3,2,132,Almost Lost Customers,1
2716,164,3,36.270000000000003,2,2,1,221,New Customers,1
2717,59,1,21.489999999999998,1,1,1,111,Lost Customers,1
2718,340,2,39.980000000000004,3,1,1,311,New Customers,1
2719,112,5,564.21000000000004,2,3,2,232,Loyal Customers,1
2720,345,3,89.969999999999999,3,2,2,322,Potential Loyal Customers,1
2721,267,2,2419.0599999999999,3,1,3,313,Big Spenders,0
2722,196,2,7.2800000000000002,2,1,1,211,New Customers,1
2723,951,1,3578.27,3,1,3,313,Big Spenders,0
2724,109,5,6679.5900000000001,2,3,3,233,Potential Loyal Customers,1
2725,282,4,589.96000000000004,3,2,2,322,Potential Loyal Customers,1
2726,111,1,53.990000000000002,2,1,1,211,New Customers,1
2727,98,3,4798.3400000000001,1,2,3,123,Almost Lost Customers,1
2728,205,3,776.33000000000004,2,2,2,222,Potential Loyal Customers,1
2729,287,1,34.990000000000002,3,1,1,311,New Customers,1
2730,212,3,89.969999999999999,2,2,2,222,Potential Loyal Customers,1
2731,349,3,4194.3299999999999,3,2,3,323,Potential Loyal Customers,1
2732,81,6,227.42000000000002,1,3,2,132,Almost Lost Customers,1
2733,104,2,2322.2799999999997,1,1,3,113,Lost Customers,1
2734,232,6,8137.5199999999995,3,3,3,333,Best Customers,1
2735,310,1,3.9900000000000002,3,1,1,311,New Customers,1
2736,1023,1,3578.27,3,1,3,313,Big Spenders,0
2737,228,3,5997.3299999999999,2,2,3,223,Potential Loyal Customers,1
2738,118,5,2749.3225000000002,2,3,3,233,Potential Loyal Customers,1
2739,2,11,196.40000000000001,1,3,2,132,Almost Lost Customers,1
2740,125,2,71.969999999999999,2,1,1,211,New Customers,1
2741,84,2,123.97999999999999,1,1,2,112,Lost Customers,1
2742,76,2,84.990000000000009,1,1,2,112,Lost Customers,1
2743,12,4,96.070000000000007,1,2,2,122,Almost Lost Customers,1
2744,353,3,132.97,3,2,2,322,Potential Loyal Customers,1
2745,394,6,3681.7999999999997,3,3,3,333,Best Customers,1
2746,52,1,1120.49,1,1,2,112,Lost Customers,1
2747,119,2,1735.98,2,1,2,212,New Customers,1
2748,329,1,35,3,1,1,311,New Customers,1
2749,84,4,35.719999999999999,1,2,1,121,Lost Customers,1
2750,21,3,68.969999999999999,1,2,1,121,Lost Customers,1
2751,1084,1,3578.27,3,1,3,313,Big Spenders,0
2752,66,2,7.2800000000000002,1,1,1,111,Lost Customers,1
2753,239,3,553.97000000000003,3,2,2,322,Potential Loyal Customers,1
2754,330,2,2452.3399999999997,3,1,3,313,Big Spenders,0
2755,299,2,7.2800000000000002,3,1,1,311,New Customers,1
2756,179,3,86.580000000000013,2,2,2,222,Potential Loyal Customers,1
2757,310,3,3891.5425,3,2,3,323,Potential Loyal Customers,1
2758,311,5,1387.95,3,3,2,332,Potential Loyal Customers,1
2759,359,3,4397.75,3,2,3,323,Potential Loyal Customers,1
2760,68,2,1174.48,1,1,2,112,Lost Customers,1
2761,99,1,2294.9899999999998,1,1,3,113,Lost Customers,1
2762,218,1,1120.49,2,1,2,212,New Customers,1
2763,350,2,2746.5524999999998,3,1,3,313,Big Spenders,0
2764,197,4,49.230000000000004,2,2,1,221,New Customers,1
2765,81,8,118.18000000000001,1,3,2,132,Almost Lost Customers,1
2766,52,2,7.2800000000000002,1,1,1,111,Lost Customers,1
2767,60,5,1354.71,1,3,2,132,Almost Lost Customers,1
2768,248,3,81.460000000000008,3,2,2,322,Potential Loyal Customers,1
2769,229,2,39.980000000000004,2,1,1,211,New Customers,1
2770,132,1,35,2,1,1,211,New Customers,1
2771,254,4,556.25999999999999,3,2,2,322,Potential Loyal Customers,1
2772,34,4,2466.3199999999997,1,2,3,123,Almost Lost Customers,1
2773,354,3,5875.5500000000002,3,2,3,323,Potential Loyal Customers,1
2774,11,4,45.950000000000003,1,2,1,121,Lost Customers,1
2775,200,7,5024.8595999999998,2,3,3,233,Potential Loyal Customers,1
2776,204,3,49.969999999999999,2,2,1,221,New Customers,1
2777,348,3,45.580000000000005,3,2,1,321,New Customers,1
2778,166,5,1629.4075,2,3,2,232,Loyal Customers,1
2779,242,2,39.980000000000004,3,1,1,311,New Customers,1
2780,62,2,5962.3400000000001,1,1,3,113,Lost Customers,1
2781,48,5,5647.9281999999994,1,3,3,133,Almost Lost Customers,1
2782,272,3,1839.9175,3,2,2,322,Potential Loyal Customers,1
2783,289,3,1183.47,3,2,2,322,Potential Loyal Customers,1
2784,138,3,15.23,2,2,1,221,New Customers,1
2785,357,2,2419.0599999999999,3,1,3,313,Big Spenders,0
2786,339,3,74.980000000000004,3,2,2,322,Potential Loyal Customers,1
2787,111,5,613.45000000000005,2,3,2,232,Loyal Customers,1
2788,47,6,6124.5799999999999,1,3,3,133,Almost Lost Customers,1
2789,47,5,122.24000000000001,1,3,2,132,Almost Lost Customers,1
2790,7,2,7.2800000000000002,1,1,1,111,Lost Customers,1
2791,105,7,5841.3724999999995,1,3,3,133,Almost Lost Customers,1
2792,36,8,250.91000000000003,1,3,2,132,Almost Lost Customers,1
2793,73,3,1587.4075,1,2,2,122,Almost Lost Customers,1
2801,70,5,6797.1481999999996,1,3,3,133,Almost Lost Customers,1
2802,111,2,1735.98,2,1,2,212,New Customers,1
2803,159,3,5933.25,2,2,3,223,Potential Loyal Customers,1
2804,275,2,2419.0599999999999,3,1,3,313,Big Spenders,0
2805,196,2,85.480000000000004,2,1,2,212,New Customers,1
2806,194,3,3124.9599999999996,2,2,3,223,Potential Loyal Customers,1
2807,215,3,44.539999999999999,2,2,1,221,New Customers,1
2808,126,6,2891.7296000000001,2,3,3,233,Potential Loyal Customers,1
2809,69,5,2732.6975000000002,1,3,3,133,Almost Lost Customers,1
2810,53,2,7.2800000000000002,1,1,1,111,Lost Customers,1
2811,46,1,4.9900000000000002,1,1,1,111,Lost Customers,1
2812,156,3,3043.3299999999999,2,2,3,223,Potential Loyal Customers,1
2813,184,1,4.9900000000000002,2,1,1,211,New Customers,1
2814,195,5,2442.0300000000002,2,3,3,233,Potential Loyal Customers,1
2815,333,2,36.590000000000003,3,1,1,311,New Customers,1
2816,264,3,6054.2200000000003,3,2,3,323,Potential Loyal Customers,1
2817,37,3,48.980000000000004,1,2,1,121,Lost Customers,1
2818,275,3,5314.25,3,2,3,323,Potential Loyal Customers,1
2819,152,2,1735.98,2,1,2,212,New Customers,1
2820,131,2,23.779999999999998,2,1,1,211,New Customers,1
2821,218,2,14.98,2,1,1,211,New Customers,1
2822,25,3,42.280000000000001,1,2,1,121,Lost Customers,1
2823,215,2,13.98,2,1,1,211,New Customers,1
2824,98,3,64.969999999999999,1,2,1,121,Lost Customers,1
2825,122,1,2443.3499999999999,2,1,3,213,New Customers,1
2826,246,6,6774.4495999999999,3,3,3,333,Best Customers,1
2827,232,5,4767.7299999999996,3,3,3,333,Best Customers,1
2828,87,2,1735.98,1,1,2,112,Lost Customers,1
2829,244,1,69.989999999999995,3,1,1,311,New Customers,1
2830,206,3,2457.3299999999999,2,2,3,223,Potential Loyal Customers,1
2831,291,3,4355.6099999999997,3,2,3,323,Potential Loyal Customers,1
2832,68,3,893.47000000000003,1,2,2,122,Almost Lost Customers,1
2833,154,3,38.469999999999999,2,2,1,221,New Customers,1
2834,221,2,123.97999999999999,2,1,2,212,New Customers,1
2835,125,5,194.95999999999998,2,3,2,232,Loyal Customers,1
2836,87,1,1120.49,1,1,2,112,Lost Customers,1
2837,231,2,33.979999999999997,3,1,1,311,New Customers,1
2838,309,2,32.280000000000001,3,1,1,311,New Customers,1
2839,132,3,23.969999999999999,2,2,1,221,New Customers,1
2840,268,2,56.969999999999999,3,1,1,311,New Customers,1
2841,19,1,9.9900000000000002,1,1,1,111,Lost Customers,1
2842,85,6,5957.2199999999993,1,3,3,133,Almost Lost Customers,1
2843,165,2,39.980000000000004,2,1,1,211,New Customers,1
2844,55,1,24.989999999999998,1,1,1,111,Lost Customers,1
2845,82,2,39.980000000000004,1,1,1,111,Lost Customers,1
2846,174,1,29.989999999999998,2,1,1,211,New Customers,1
2847,196,3,2756.5425,2,2,3,223,Potential Loyal Customers,1
2848,44,3,579.97000000000003,1,2,2,122,Almost Lost Customers,1
2849,177,3,64.469999999999999,2,2,1,221,New Customers,1
2850,146,4,99.960000000000008,2,2,2,222,Potential Loyal Customers,1
2851,223,1,21.98,2,1,1,211,New Customers,1
2852,385,4,562.96000000000004,3,2,2,322,Potential Loyal Customers,1
2853,51,3,2910.8996000000002,1,2,3,123,Almost Lost Customers,1
2854,99,2,4344.0882000000001,1,1,3,113,Lost Customers,1
2855,218,2,1268.8399999999999,2,1,2,212,New Customers,1
2856,326,2,78.97999999999999,3,1,2,312,New Customers,1
2857,20,59,1189.3299999999999,1,3,2,132,Almost Lost Customers,1
2858,145,4,4442.2399999999998,2,2,3,223,Potential Loyal Customers,1
2859,71,1,4.9900000000000002,1,1,1,111,Lost Customers,1
2860,186,2,58.980000000000004,2,1,1,211,New Customers,1
2861,126,4,562.96000000000004,2,2,2,222,Potential Loyal Customers,1
2862,114,8,6817.1181999999999,2,3,3,233,Potential Loyal Customers,1
2863,108,3,35.229999999999997,1,2,1,121,Lost Customers,1
2864,120,6,4579.4724999999999,2,3,3,233,Potential Loyal Customers,1
2865,232,4,119.96000000000001,3,2,2,322,Potential Loyal Customers,1
2866,283,1,4.9900000000000002,3,1,1,311,New Customers,1
2867,186,4,4774.04,2,2,3,223,Potential Loyal Customers,1
2868,84,3,1260.5781999999999,1,2,2,122,Almost Lost Customers,1
2869,329,4,5929.2299999999996,3,2,3,323,Potential Loyal Customers,1
2870,231,5,3337.7075,3,3,3,333,Best Customers,1
2871,310,1,69.989999999999995,3,1,1,311,New Customers,1
2872,17,3,27.77,1,2,1,121,Lost Customers,1
2873,38,9,168.66999999999999,1,3,2,132,Almost Lost Customers,1
2874,67,6,146.75,1,3,2,132,Almost Lost Customers,1
2875,189,3,32.269999999999996,2,2,1,221,New Customers,1
2876,61,3,2332.2799999999997,1,2,3,123,Almost Lost Customers,1
2877,173,4,3142.9699999999993,2,2,3,223,Potential Loyal Customers,1
2878,128,2,27.279999999999998,2,1,1,211,New Customers,1
2879,12,5,76.939999999999998,1,3,2,132,Almost Lost Customers,1
2880,269,3,1134.47,3,2,2,322,Potential Loyal Customers,1
2881,14,2,85.480000000000004,1,1,2,112,Lost Customers,1
2882,114,5,4626.1099999999997,2,3,3,233,Potential Loyal Customers,1
2883,212,4,6035.5999999999995,2,2,3,223,Potential Loyal Customers,1
2884,12,6,116.91,1,3,2,132,Almost Lost Customers,1
2885,15,3,67.969999999999999,1,2,1,121,Lost Customers,1
2886,172,5,58.18,2,3,1,231,Small Spenders,1
2887,230,2,2791.4481999999998,2,1,3,213,New Customers,1
2888,96,7,6860.4395999999997,1,3,3,133,Almost Lost Customers,1
2889,89,3,69.969999999999999,1,2,1,121,Lost Customers,1
2890,172,5,3120.2599999999998,2,3,3,233,Potential Loyal Customers,1
2891,339,3,69.969999999999999,3,2,1,321,New Customers,1
2892,29,2,7.2800000000000002,1,1,1,111,Lost Customers,1
2893,320,2,29.479999999999997,3,1,1,311,New Customers,1
2894,282,3,5908.25,3,2,3,323,Potential Loyal Customers,1
5201,114,2,3882.5524999999998,2,1,3,213,New Customers,1
5202,215,2,58.980000000000004,2,1,1,211,New Customers,1
5203,89,6,4547.5024999999996,1,3,3,133,Almost Lost Customers,1
5204,358,1,2384.0700000000002,3,1,3,313,Big Spenders,0
5205,205,3,5819.0500000000002,2,2,3,223,Potential Loyal Customers,1
5206,259,6,193.44,3,3,2,332,Potential Loyal Customers,1
5207,33,4,103.45999999999999,1,2,2,122,Almost Lost Customers,1
5208,47,3,2972.7696000000001,1,2,3,123,Almost Lost Customers,1
5209,87,8,4828.0100000000002,1,3,3,133,Almost Lost Customers,1
5210,21,9,92.159999999999997,1,3,2,132,Almost Lost Customers,1
5211,127,2,67.489999999999995,2,1,1,211,New Customers,1
5212,16,3,41.93,1,2,1,121,Lost Customers,1
5213,5,2,119.97999999999999,1,1,2,112,Lost Customers,1
5214,279,3,61.079999999999998,3,2,1,321,New Customers,1
5215,255,2,2721.5524999999998,3,1,3,313,Big Spenders,0
5216,321,2,32.280000000000001,3,1,1,311,New Customers,1
5217,158,3,37.269999999999996,2,2,1,221,New Customers,1
5218,408,1,2071.4196000000002,3,1,2,312,New Customers,1
5219,279,4,4532.5225,3,2,3,323,Potential Loyal Customers,1
5220,154,2,58.980000000000004,2,1,1,211,New Customers,1
5221,71,2,162.99000000000001,1,1,2,112,Lost Customers,1
5222,43,4,5961.1999999999998,1,2,3,123,Almost Lost Customers,1
5223,233,2,39.980000000000004,3,1,1,311,New Customers,1
5224,68,2,618.98000000000002,1,1,2,112,Lost Customers,1
5225,282,3,831.33000000000004,3,2,2,322,Potential Loyal Customers,1
5226,111,2,23.779999999999998,2,1,1,211,New Customers,1
5227,237,5,4417.7299999999996,3,3,3,333,Best Customers,1
5228,363,2,29.479999999999997,3,1,1,311,New Customers,1
5229,311,2,7.2800000000000002,3,1,1,311,New Customers,1
5230,77,1,564.99000000000001,1,1,2,112,Lost Customers,1
5231,172,3,3917.5425,2,2,3,223,Potential Loyal Customers,1
5232,175,3,86.960000000000008,2,2,2,222,Potential Loyal Customers,1
5233,98,4,2369.9599999999996,1,2,3,123,Almost Lost Customers,1
5234,84,4,137.95999999999998,1,2,2,122,Almost Lost Customers,1
5235,14,2,58.980000000000004,1,1,1,111,Lost Customers,1
5236,264,3,3804.0781999999999,3,2,3,323,Potential Loyal Customers,1
5237,203,3,69.969999999999999,2,2,1,221,New Customers,1
5238,114,7,6522.2199999999993,2,3,3,233,Potential Loyal Customers,1
5239,0,5,163.94999999999999,1,3,2,132,Almost Lost Customers,1
5240,49,1,3.9900000000000002,1,1,1,111,Lost Customers,1
5241,308,2,78.97999999999999,3,1,2,312,New Customers,1
5242,170,2,56.969999999999999,2,1,1,211,New Customers,1
5243,79,2,141.97999999999999,1,1,2,112,Lost Customers,1
5244,178,4,608.96000000000004,2,2,2,222,Potential Loyal Customers,1
5245,645,1,2049.0981999999999,3,1,2,312,New Customers,1
5246,96,3,650.47000000000003,1,2,2,122,Almost Lost Customers,1
5247,87,5,1308.0581999999999,1,3,2,132,Almost Lost Customers,1
5248,260,4,28.960000000000001,3,2,1,321,New Customers,1
5249,122,2,603.49000000000001,2,1,2,212,New Customers,1
5250,121,3,89.969999999999999,2,2,2,222,Potential Loyal Customers,1
5251,205,3,68.969999999999999,2,2,1,221,New Customers,1
5252,28,5,132.92000000000002,1,3,2,132,Almost Lost Customers,1
5253,169,1,69.989999999999995,2,1,1,211,New Customers,1
5254,91,4,608.96000000000004,1,2,2,122,Almost Lost Customers,1
5255,3,2,27.279999999999998,1,1,1,111,Lost Customers,1
5256,951,1,3578.27,3,1,3,313,Big Spenders,0
5257,285,2,6.2800000000000002,3,1,1,311,New Customers,1
5258,199,2,1174.48,2,1,2,212,New Customers,1
5259,52,3,69.969999999999999,1,2,1,121,Lost Customers,1
5260,282,1,35,3,1,1,311,New Customers,1
5261,297,3,103.48,3,2,2,322,Potential Loyal Customers,1
5262,318,5,3992.4599999999996,3,3,3,333,Best Customers,1
5263,359,2,56.969999999999999,3,1,1,311,New Customers,1
5264,61,5,97.450000000000003,1,3,2,132,Almost Lost Customers,1
5265,337,1,4.9900000000000002,3,1,1,311,New Customers,1
5266,196,4,45.219999999999999,2,2,1,221,New Customers,1
5267,3,2,7.2800000000000002,1,1,1,111,Lost Customers,1
5268,240,3,553.97000000000003,3,2,2,322,Potential Loyal Customers,1
5269,250,3,6029.5699999999997,3,2,3,323,Potential Loyal Customers,1
5270,297,1,29.989999999999998,3,1,1,311,New Customers,1
5271,919,1,3578.27,3,1,3,313,Big Spenders,0
5272,50,3,61.079999999999998,1,2,1,121,Lost Customers,1
5273,226,4,2433.04,2,2,3,223,Potential Loyal Customers,1
5274,217,3,2418.0500000000002,2,2,3,223,Potential Loyal Customers,1
5275,79,3,64.469999999999999,1,2,1,121,Lost Customers,1
5276,140,3,36.93,2,2,1,221,New Customers,1
5277,191,1,35,2,1,1,211,New Customers,1
5278,158,4,39.219999999999999,2,2,1,221,New Customers,1
5279,50,5,3018.0124999999998,1,3,3,133,Almost Lost Customers,1
5280,36,4,73.960000000000008,1,2,2,122,Almost Lost Customers,1
5281,297,2,2393.0599999999999,3,1,3,313,Big Spenders,0
5282,46,2,24.27,1,1,1,111,Lost Customers,1
5283,63,4,4900.6799999999994,1,2,3,123,Almost Lost Customers,1
5284,236,3,4179.3299999999999,3,2,3,323,Potential Loyal Customers,1
5285,363,3,3021.0425,3,2,3,323,Potential Loyal Customers,1
5286,33,3,1179.97,1,2,2,122,Almost Lost Customers,1
5287,132,5,3078.3099999999999,2,3,3,233,Potential Loyal Customers,1
5288,223,3,5908.25,2,2,3,223,Potential Loyal Customers,1
5289,172,2,13.98,2,1,1,211,New Customers,1
5290,101,2,7.2800000000000002,1,1,1,111,Lost Customers,1
5291,38,5,6793.1481999999996,1,3,3,133,Almost Lost Customers,1
5292,18,4,77.959999999999994,1,2,2,122,Almost Lost Customers,1
5293,73,3,132.97,1,2,2,122,Almost Lost Customers,1
5294,235,4,608.96000000000004,3,2,2,322,Potential Loyal Customers,1
2901,104,3,2395.9599999999996,1,2,3,123,Almost Lost Customers,1
2902,66,2,13.98,1,1,1,111,Lost Customers,1
2903,59,5,1345.95,1,3,2,132,Almost Lost Customers,1
2904,449,1,2049.0981999999999,3,1,2,312,New Customers,1
2905,94,2,94.47999999999999,1,1,2,112,Lost Customers,1
2906,34,2,56.969999999999999,1,1,1,111,Lost Customers,1
2907,232,4,121.57000000000001,3,2,2,322,Potential Loyal Customers,1
2908,272,2,94.47999999999999,3,1,2,312,New Customers,1
2909,309,6,4217.3000000000002,3,3,3,333,Best Customers,1
2910,235,2,1155.48,3,1,2,312,New Customers,1
2911,55,2,574.98000000000002,1,1,2,112,Lost Customers,1
2912,42,4,588.96000000000004,1,2,2,122,Almost Lost Customers,1
2913,36,5,4411.6495999999997,1,3,3,133,Almost Lost Customers,1
2914,328,7,6149.5699999999997,3,3,3,333,Best Customers,1
2915,205,3,48.970000000000006,2,2,1,221,New Customers,1
2916,83,6,3161.9399999999996,1,3,3,133,Almost Lost Customers,1
2917,84,4,128.97,1,2,2,122,Almost Lost Customers,1
2918,105,3,2405.4699999999998,1,2,3,123,Almost Lost Customers,1
2919,266,3,553.97000000000003,3,2,2,322,Potential Loyal Customers,1
2920,232,6,4835.29,3,3,3,333,Best Customers,1
2921,63,5,4444.0681999999997,1,3,3,133,Almost Lost Customers,1
2922,380,1,1120.49,3,1,2,312,New Customers,1
2923,180,2,14.98,2,1,1,211,New Customers,1
2924,42,7,148.40000000000001,1,3,2,132,Almost Lost Customers,1
2925,0,3,80.469999999999999,1,2,2,122,Almost Lost Customers,1
2926,250,4,4406.7399999999998,3,2,3,323,Potential Loyal Customers,1
2927,324,3,106.96000000000001,3,2,2,322,Potential Loyal Customers,1
2928,377,5,2618.6199999999999,3,3,3,333,Best Customers,1
2929,9,2,123.97999999999999,1,1,2,112,Lost Customers,1
2930,198,2,123.97999999999999,2,1,2,212,New Customers,1
2931,354,2,6021.6199999999999,3,1,3,313,Big Spenders,0
2932,274,2,2419.0599999999999,3,1,3,313,Big Spenders,0
2933,275,2,1155.48,3,1,2,312,New Customers,1
2934,193,4,4334.6000000000004,2,2,3,223,Potential Loyal Customers,1
2935,290,2,68.489999999999995,3,1,1,311,New Customers,1
2936,69,3,2379.4699999999998,1,2,3,123,Almost Lost Customers,1
2937,340,3,567.26999999999998,3,2,2,322,Potential Loyal Customers,1
2938,17,5,142.46000000000001,1,3,2,132,Almost Lost Customers,1
2939,146,3,81.960000000000008,2,2,2,222,Potential Loyal Customers,1
2940,127,2,4886.6999999999998,2,1,3,213,New Customers,1
2941,229,1,8.9900000000000002,2,1,1,211,New Customers,1
2942,53,3,93.969999999999999,1,2,2,122,Almost Lost Customers,1
2943,144,1,24.989999999999998,2,1,1,211,New Customers,1
2944,362,2,618.98000000000002,3,1,2,312,New Customers,1
2945,188,4,578.46000000000004,2,2,2,222,Potential Loyal Customers,1
2946,170,5,90.25,2,3,2,232,Loyal Customers,1
2947,298,1,53.990000000000002,3,1,1,311,New Customers,1
2948,129,6,2791.4625000000001,2,3,3,233,Potential Loyal Customers,1
2949,31,5,192.47,1,3,2,132,Almost Lost Customers,1
2950,161,2,1735.98,2,1,2,212,New Customers,1
2951,89,7,123.91,1,3,2,132,Almost Lost Customers,1
2952,98,5,55.909999999999997,1,3,1,131,Lost Customers,1
2953,100,3,4490.4796000000006,1,2,3,123,Almost Lost Customers,1
2954,108,4,4618.5324999999993,1,2,3,123,Almost Lost Customers,1
2955,328,1,29.989999999999998,3,1,1,311,New Customers,1
2956,387,2,777.34000000000003,3,1,2,312,New Customers,1
2957,40,5,146.94,1,3,2,132,Almost Lost Customers,1
2958,32,5,108.46000000000001,1,3,2,132,Almost Lost Customers,1
2959,124,4,7131.3999999999996,2,2,3,223,Potential Loyal Customers,1
2960,343,2,38.980000000000004,3,1,1,311,New Customers,1
2961,2,1,53.990000000000002,1,1,1,111,Lost Customers,1
2962,337,3,49.969999999999999,3,2,1,321,New Customers,1
2963,83,4,603.96000000000004,1,2,2,122,Almost Lost Customers,1
2964,264,2,1170.48,3,1,2,312,New Customers,1
2965,244,5,3001.0225,3,3,3,333,Best Customers,1
2966,285,3,2334.9699999999998,3,2,3,323,Potential Loyal Customers,1
2967,199,4,8108.04,2,2,3,223,Potential Loyal Customers,1
2968,228,1,29.989999999999998,2,1,1,211,New Customers,1
2969,206,12,10872.059999999999,2,3,3,233,Potential Loyal Customers,1
2970,264,3,89.969999999999999,3,2,2,322,Potential Loyal Customers,1
2971,360,1,21.489999999999998,3,1,1,311,New Customers,1
2972,113,2,2329.9899999999998,2,1,3,213,New Customers,1
2973,239,5,4813.3199999999997,3,3,3,333,Best Customers,1
2974,203,9,6978.5625,2,3,3,233,Potential Loyal Customers,1
2975,369,2,1903.48,3,1,2,312,New Customers,1
2976,43,2,38.980000000000004,1,1,1,111,Lost Customers,1
2977,7,2,49.479999999999997,1,1,1,111,Lost Customers,1
2978,99,3,5908.25,1,2,3,123,Almost Lost Customers,1
2979,276,2,34.979999999999997,3,1,1,311,New Customers,1
2980,197,2,1249.8399999999999,2,1,2,212,New Customers,1
2981,109,3,32.270000000000003,2,2,1,221,New Customers,1
2982,246,1,1120.49,3,1,2,312,New Customers,1
2983,242,3,48.970000000000006,3,2,1,321,New Customers,1
2984,359,3,71.580000000000013,3,2,1,321,New Customers,1
2985,324,5,6037.8900000000003,3,3,3,333,Best Customers,1
2986,215,1,4.9900000000000002,2,1,1,211,New Customers,1
2987,94,2,2329.9899999999998,1,1,3,113,Lost Customers,1
2988,52,3,1205.47,1,2,2,122,Almost Lost Customers,1
2989,300,4,77.960000000000008,3,2,2,322,Potential Loyal Customers,1
2990,246,4,4558.5225,3,2,3,323,Potential Loyal Customers,1
2991,160,5,3177.9599999999996,2,3,3,233,Potential Loyal Customers,1
2992,18,3,64.969999999999999,1,2,1,121,Lost Customers,1
2993,59,3,113.97,1,2,2,122,Almost Lost Customers,1
2994,229,3,90.580000000000013,2,2,2,222,Potential Loyal Customers,1
3001,44,2,23.779999999999998,1,1,1,111,Lost Customers,1
3002,111,1,4.9900000000000002,2,1,1,211,New Customers,1
3003,3,2,7.2800000000000002,1,1,1,111,Lost Customers,1
3004,159,2,23.779999999999998,2,1,1,211,New Customers,1
3005,342,2,38.980000000000004,3,1,1,311,New Customers,1
3006,75,6,3177.9399999999996,1,3,3,133,Almost Lost Customers,1
3007,299,2,31.969999999999999,3,1,1,311,New Customers,1
3008,472,1,2071.4196000000002,3,1,2,312,New Customers,1
3009,103,2,14.98,1,1,1,111,Lost Customers,1
3010,206,4,62.759999999999998,2,2,1,221,New Customers,1
3011,83,2,1155.48,1,1,2,112,Lost Customers,1
3012,312,2,27.279999999999998,3,1,1,311,New Customers,1
3013,127,3,4464.4796000000006,2,2,3,223,Potential Loyal Customers,1
3014,107,2,13.98,1,1,1,111,Lost Customers,1
